date,account,amount_out_positive,category,description,source,passthrough
2026-01-01,amex9008,1375.96,software_aws,Amazon Web Services AWS.Amazon.com WA,amex_stmt,0
2026-01-01,amex9008,62.8,merchant_fees,Authorize.Net (877)447-3938 UT,amex_stmt,0
2026-01-01,amex9008,178.08,software_web,GOOGLE*WORKSPACE_AXISCOREONLINE.COM MOUNTAIN VIEW CA,amex_stmt,0
2026-01-01,amex9008,279.0,software_amazon_tools,HELIUM10.COM IRVINE CA,amex_stmt,0
2026-01-01,amex9008,61.42,software_shopify,SHOPIFY* 467665618 ELK GROVE VILLAGE IL,amex_stmt,0
2026-01-02,amex9008,74.19,software_ai_media,ADOBE Adobe Systems SAN JOSE CA,amex_stmt,0
2026-01-02,boa4908,12800.86,vendor_isg_trimega,INDEPENDENT SUPP DES:ISG ID:T1065232 INDN:276- CO ID:1351405363 CCD,boa_stmt,0
2026-01-02,boa4908,2483.27,contractors_wise,"Wise Inc DES:WISE ID:Sent via Wise INDN:Axiscore, LLC CO ID:9453233521 CCD",boa_stmt,0
2026-01-02,boa4908,863.19,merchant_fees,BANKCARD DES:MERCH FEES ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-02,boa4908,49.12,software_shopify,Shopify DES:TRANSFER ID:ST-N9T8Q4L4I2J4 INDN:EKENE UDOYE CO,boa_stmt,0
2026-01-03,amex9008,778.96,amazon_com_purchases,AMAZON.COM*SZ7BF55H3 AMZN.COM/BILL WA,amex_stmt,0
2026-01-03,amex9008,20.13,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-01-04,amex9008,350.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-04,amex9008,420.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-04,amex9008,309.08,rent_office,OSI MANAGEMENT INC WASHINGTON DC,amex_stmt,0
2026-01-04,amex9008,307.94,software_taxjar,TAXJAR SOUTH SAN FRANCISCO CA,amex_stmt,0
2026-01-05,amex9008,3.17,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-01-05,amex9008,19.99,software_comms_ship,BT*IPOSTAL*RENEWAL MONTEBELLO NY,amex_stmt,0
2026-01-05,amex9008,162.5,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-05,amex9008,19.95,software_comms_ship,TWILIO SENDGRID SAN FRANCISCO CA,amex_stmt,0
2026-01-05,boa4908,-11750.74,in_amazon_settlement,AMAZON.CGVMO7VGC DES:PAYMENTS ID:3QJ35R1ODZKLB4T INDN:Axiscore LLC CO,boa_stmt,0
2026-01-06,amex9008,26.79,software_web,"DNH*GODADDY#3986158694 Amsterdam NL 22,82",amex_stmt,0
2026-01-06,amex9008,101.14,software_comms_ship,TMOBILE*AUTO PAY 800-937-8997 WA,amex_stmt,0
2026-01-06,boa4908,-110.4,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-06,boa4908,1115.79,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-01-07,amex9008,95.56,software_ai_media,OPENAI SAN FRANCISCO CA,amex_stmt,0
2026-01-07,boa4908,-75566.4,in_government_sales,"NIH TREAS 310 DES: MISC PAY ID:061764982750800 INDN:AXISCORE, LLC:1234290 CO",boa_stmt,0
2026-01-08,amex9008,12.37,software_web,"DNH*GODADDY#3988000356 Amsterdam NL 10,59",amex_stmt,0
2026-01-08,amex9008,248.8,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-08,boa4908,-602.95,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-08,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE DIRECT PMT SERVICES,boa_stmt,0
2026-01-09,boa4908,-686.5,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-09,boa4908,83258.73,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivable Confirmation# 0699202221,boa_stmt,0
2026-01-09,boa4908,30.67,taxes_sales_remit,GEORGIA ITS TAX DES:GA TX PYMT ID:XXXXXXXXX INDN:COREBUY CO,boa_stmt,0
2026-01-09,boa4908,7.25,amazon_com_purchases,PURCHASE 0108 AMAZON* H21KB9QB3 VANCOUVER BC,boa_stmt,0
2026-01-09,boa4908,0.22,amazon_com_purchases,PURCHASE 0108 AMAZON* H21KB9QB3 VANCOUVER BC,boa_stmt,0
2026-01-10,amex9008,427.5,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-11,amex9008,79.5,software_accounting,INTUIT QUICKBOOKS 800-446-8848 CA,amex_stmt,0
2026-01-12,amex9008,2006.4,advertising_amazon,AMAZON.COM*N94XR5613 AMZN.COM/BILL WA,amex_stmt,0
2026-01-12,amex9008,26.49,gna_other,EXPERIAN* CREDIT REPORT 479-343-6237 CA,amex_stmt,0
2026-01-12,boa4908,-123.6,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-12,boa4908,-50.34,software_shopify,Shopify DES:TRANSFER ID:ST-T8K5Q7R9N7U9 INDN:EKENE UDOYE CO,boa_stmt,0
2026-01-12,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE NEXT DAY PAYMENT,boa_stmt,0
2026-01-13,amex9008,150.66,software_amazon_tools,"KEEPA PRICE TRACKER KEMNATH BA 129,00",amex_stmt,0
2026-01-13,boa4908,-68522.39,in_amazon_settlement,AMAZON.CFN1SSOKN DES:PAYMENTS ID:3CV52RK3MQP2D96 INDN:Axiscore LLC CO,boa_stmt,0
2026-01-13,boa4908,-2375.74,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-13,boa4908,-97.72,software_shopify,Shopify DES:TRANSFER ID:ST-S0A2M2K5F0F0 INDN:EKENE UDOYE CO,boa_stmt,0
2026-01-13,boa4908,1065.37,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-01-14,boa4908,-871.92,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-15,amex9008,10.59,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-15,amex9008,31.79,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-15,amex9008,80.72,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-01-15,amex9008,635.98,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-01-15,boa4908,-646.85,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-16,amex9008,256.94,software_comms_ship,BT*DIALPAD SAN RAMON CA,amex_stmt,0
2026-01-16,boa4908,-115.7,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-16,boa4908,7.61,travel,CHECKCARD 0116 ILLY CMN DH CASABLANCA 74392186016150804145566 CKCD 5814,boa_stmt,0
2026-01-16,boa4908,0.23,travel,CHECKCARD 0116 ILLY CMN DH CASABLANCA,boa_stmt,0
2026-01-17,amex9008,147.34,subs_small,Amazon Prime Amazon.com WA,amex_stmt,0
2026-01-17,amex9008,62.53,vehicle_fuel,EXXONMOBIL UPPER MARLBOR MD,amex_stmt,0
2026-01-17,amex9008,102.96,travel,Uber Trip help.uber.com CA,amex_stmt,0
2026-01-18,amex9008,31.47,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-18,amex9008,36.03,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-18,amex9008,25.0,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-01-18,amex9008,480.6,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-19,amex9008,500.0,vehicle_fuel,BMW OF FREEPORT FREEPORT NY,amex_stmt,0
2026-01-20,amex9008,147.0,software_amazon_tools,INFORMED REPRICER JERSEY CITY NJ,amex_stmt,0
2026-01-20,boa4908,-29019.47,in_amazon_settlement,AMAZON.CQS1UDSDL DES:PAYMENTS ID:1WP7QL132W1Z3JB INDN:Axiscore LLC CO,boa_stmt,0
2026-01-20,boa4908,-784.95,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-20,boa4908,-304.86,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-20,boa4908,6.52,travel,CHECKCARD 0116 ATLAS AIR PORT BOUTIQUE NOUASEUR 74067766017495403222247,boa_stmt,0
2026-01-20,boa4908,0.2,travel,CHECKCARD 0116 ATLAS AIR PORT BOUTIQUE NOUASEUR,boa_stmt,0
2026-01-21,amex9008,94.14,gsa_iff_fee,GSA IFF REMITTANCE 000000001 WASHINGTON DC,amex_stmt,0
2026-01-21,amex9008,15.45,software_web,SQSP* DOMAIN#218948209 NEW YORK NY,amex_stmt,0
2026-01-21,boa4908,1128.12,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-01-22,amex9008,15.85,subs_small,Audible audible.com NJ,amex_stmt,0
2026-01-22,amex9008,-12805.68,transfer_amex_payment,EKENE UDOYE AUTOPAY PAYMENT RECEIVED - THANK YOU,amex_stmt,0
2026-01-22,amex9008,60.8,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-22,amex9008,131.19,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-22,boa4908,-1627.73,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-22,boa4908,2500.0,owner_draw,TRANSFER AXISCORE LLC:Ekene Udoye Confirmation# 3808446913,boa_stmt,0
2026-01-22,boa4908,12805.68,transfer_amex_payment,AMERICAN EXPRESS DES:ACH PMT ID:A6452 INDN:EKENE UDOYE CO ID:3133133497,boa_stmt,0
2026-01-23,amex9008,9.0,gna_other,CORPORATE FILINGS LLC 00-08029641761 SHERIDAN WY,amex_stmt,0
2026-01-23,amex9008,49.45,software_accounting,INTUIT *QBOOKS ONLINE 800-446-8848 CA,amex_stmt,0
2026-01-23,boa4908,-1581.76,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-23,boa4908,4525.97,vendor_spr,TRANSFER AXISCORE LLC:S.P. Richards Co. Confirmation# 1417887387,boa_stmt,0
2026-01-23,boa4908,67449.69,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivable Confirmation# 0617920864,boa_stmt,0
2026-01-23,boa4908,1625.0,sba_loan_payment,CHECKCARD 0122 SBA LOAN PAYMENT 303-844-2084 CO 24240986023600302147160 CKCD,boa_stmt,0
2026-01-23,boa4908,1.0,bank_fees,External transfer fee - 3 Day - 01/22/2026,boa_stmt,0
2026-01-26,boa4908,102.99,software_shipping_auctane,PAYPAL DES:INST XFER ID:AUCTANE LLC INDN:AXISCORE LLC CO ID:PAYPALSI77,boa_stmt,0
2026-01-27,amex9008,33.37,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-01-27,amex9008,59.37,vendor_other_cogs,JP COOKE COMPANY OMAHA NE,amex_stmt,0
2026-01-27,boa4908,-75147.69,in_amazon_settlement,AMAZON.CHDUW0MYM DES:PAYMENTS ID:5Y31PI2OSU77OM6 INDN:Axiscore LLC CO,boa_stmt,0
2026-01-27,boa4908,-19265.62,in_government_sales,015 TREAS 310 DES: MISC PAY ID:061764982151004 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-27,boa4908,-2531.04,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-27,boa4908,9800.0,owner_draw,Online scheduled transfer to CHK 6274 Confirmation# 2053352986,boa_stmt,0
2026-01-27,boa4908,1129.71,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-01-28,amex9008,2000.34,advertising_amazon,AMAZON.COM*B75DX8NZ3 AMZN.COM/BILL WA,amex_stmt,0
2026-01-28,amex9008,212.0,software_ai_media,OPENAI *CHATGPT SUBSCR SAN FRANCISCO CA,amex_stmt,0
2026-01-28,amex9008,53.43,software_web,SQSP* WORKSP#219972948 NEW YORK NY,amex_stmt,0
2026-01-28,boa4908,-1885.22,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-29,amex9008,52.98,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-29,amex9008,3.17,subs_small,AMAZON PRIME*560GQ2GP3 AMZN.COM/BILL WA,amex_stmt,0
2026-01-29,boa4908,-5816.58,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-30,amex9008,45.54,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-01-30,amex9008,2.25,software_comms_ship,BT*IPOSTAL*SCANPAGES MONTEBELLO NY,amex_stmt,0
2026-01-30,boa4908,-797.06,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-01-30,boa4908,84713.97,vendor_isg_trimega,INDEPENDENT SUPP DES:ISG ID:T1068470 INDN:276- CO ID:1351405363 CCD,boa_stmt,0
2026-01-31,amex9008,79.49,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-01-31,amex9008,108.66,personal_on_card,AplPay RAKU BETHESDA BETHESDA MD,amex_stmt,0
2026-01-31,amex9008,102.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-01-31,amex9008,259.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-01,amex9008,1383.49,software_aws,Amazon Web Services AWS.Amazon.com WA,amex_stmt,0
2026-02-01,amex9008,21.2,software_ai_media,CLAUDE.AI SUBSCRIPTION SAN FRANCISCO CA,amex_stmt,0
2026-02-01,amex9008,10.0,personal_on_card,EL MORENITO LLC*YA TU SABE JAN 31ST 20 COLUMBIA MD,amex_stmt,0
2026-02-01,amex9008,178.08,software_web,GOOGLE*WORKSPACE_AXISCOREONLINE.COM MOUNTAIN VIEW CA,amex_stmt,0
2026-02-01,amex9008,279.0,software_amazon_tools,HELIUM10.COM IRVINE CA,amex_stmt,0
2026-02-01,amex9008,61.42,software_shopify,SHOPIFY* 482692859 ELK GROVE VILLAGE IL,amex_stmt,0
2026-02-02,amex9008,74.19,software_ai_media,ADOBE Adobe Systems SAN JOSE CA,amex_stmt,0
2026-02-02,amex9008,79.93,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-02,amex9008,1065.76,advertising_amazon,AMAZON.COM*810NF5ZB3 AMZN.COM/BILL WA,amex_stmt,0
2026-02-02,amex9008,40.8,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-02-02,amex9008,64.4,merchant_fees,Authorize.Net (877)447-3938 UT,amex_stmt,0
2026-02-02,amex9008,160.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-02,boa4908,-19026.86,in_amazon_settlement,AMAZON.CRIWTMPIG DES:PAYMENTS ID:352IAU229BALHVG INDN:Axiscore LLC CO,boa_stmt,0
2026-02-02,boa4908,-349.54,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-02,boa4908,2500.0,contractors_wise,"Wise Inc DES:WISE ID:TrnWise INDN:Axiscore, LLC CO ID:9453233521 CCD PMT",boa_stmt,0
2026-02-02,boa4908,1170.5,merchant_fees,BANKCARD DES:MERCH FEES ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-03,amex9008,37.09,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-03,amex9008,20.13,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-02-03,amex9008,305.0,rent_office,OSI MANAGEMENT INC WASHINGTON DC,amex_stmt,0
2026-02-03,amex9008,19.95,software_comms_ship,TWILIO SENDGRID SAN FRANCISCO CA,amex_stmt,0
2026-02-03,boa4908,-1401.06,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-03,boa4908,-43.15,software_shopify,Shopify DES:TRANSFER ID:ST-Q8L4K1Q5M5I5 INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-03,boa4908,1172.83,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-02-04,amex9008,437.5,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-04,amex9008,397.94,software_taxjar,TAXJAR SOUTH SAN FRANCISCO CA,amex_stmt,0
2026-02-04,boa4908,694.4,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-05,amex9008,3.17,subs_small,APPLE.COM/BILL INTERNET CHARGE CA,amex_stmt,0
2026-02-05,amex9008,19.99,software_comms_ship,BT*IPOSTAL*RENEWAL MONTEBELLO NY,amex_stmt,0
2026-02-05,amex9008,404.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-05,boa4908,-375.05,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-06,amex9008,136.9,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-06,amex9008,150.4,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-06,amex9008,157.1,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-06,amex9008,266.6,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-06,amex9008,113.64,software_comms_ship,TMOBILE*AUTO PAY 800-937-8997 WA,amex_stmt,0
2026-02-06,boa4908,-782.47,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-06,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE DIRECT PMT SERVICES,boa_stmt,0
2026-02-07,amex9008,56.22,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-02-08,amex9008,430.8,amazon_com_purchases,AMAZON.COM AMZN.COM/BILL WA,amex_stmt,0
2026-02-08,amex9008,12.52,software_web,"DNH*GODADDY#4012776818 Amsterdam NL 10,59",amex_stmt,0
2026-02-09,amex9008,53.55,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
2026-02-09,amex9008,2106.93,travel,PwP AMERICAN EXPRESS TRAVEL SEATTLE WA,amex_stmt,0
2026-02-10,amex9008,114.95,vehicle_fuel,AplPay MR TIRE AUTO SERVICE CENTER CLINTON MD,amex_stmt,0
2026-02-10,amex9008,-2106.93,travel,EKENE UDOYE Points for Amex Trvl,amex_stmt,0
2026-02-10,boa4908,-71949.15,in_amazon_settlement,AMAZON.CLRAGD1DI DES:PAYMENTS ID:18OLTVDS4EOT2NW INDN:Axiscore LLC CO,boa_stmt,0
2026-02-10,boa4908,-1304.76,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-10,boa4908,-145.31,software_shopify,Shopify DES:TRANSFER ID:ST-H4J0Q7I0R8P7 INDN:EKENE UDOYE CO,boa_stmt,0
2026-02-10,boa4908,1218.42,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-02-11,amex9008,79.5,software_accounting,INTUIT QUICKBOOKS 800-446-8848 CA,amex_stmt,0
2026-02-11,amex9008,5.0,personal_on_card,PAYPAL *RICHARDCAST 4029357733 DC,amex_stmt,0
2026-02-11,amex9008,264.0,rent_office,WWW.PARK14.COM WASHINGTON DC,amex_stmt,0
2026-02-11,boa4908,-1483.88,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-11,boa4908,61.0,contractors_other,Zelle payment to TAIWO TOGUN Conf# kbuuwp75m,boa_stmt,0
2026-02-12,amex9008,26.49,gna_other,EXPERIAN* CREDIT REPORT 479-343-6237 CA,amex_stmt,0
2026-02-12,amex9008,1061.68,vendor_ors_nasco,ORS NASCO 800-678-6577 000000001 DEERFIELD IL,amex_stmt,0
2026-02-12,boa4908,-744.89,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-12,boa4908,98661.31,vendor_essendant,TRANSFER AXISCORE LLC:Essendant Receivable Confirmation# 1690953682,boa_stmt,0
2026-02-13,amex9008,12.69,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-13,amex9008,1030.5,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-13,amex9008,2.25,software_comms_ship,BT*IPOSTAL*SCANPAGES MONTEBELLO NY,amex_stmt,0
2026-02-13,amex9008,100.0,software_comms_ship,EASYPOST 80F9FFCC05C64 LEHI UT,amex_stmt,0
2026-02-13,amex9008,153.34,software_amazon_tools,"KEEPA PRICE TRACKER KEMNATH BA 129,00",amex_stmt,0
2026-02-13,boa4908,-1261.83,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-13,boa4908,10.0,bank_fees,ONLINE BUSINESS SUITE NEXT DAY PAYMENT,boa_stmt,0
2026-02-14,amex9008,2001.16,advertising_amazon,AMAZON.COM*UJ68J5KV3 AMZN.COM/BILL WA,amex_stmt,0
2026-02-14,amex9008,146.7,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-14,amex9008,266.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-15,amex9008,6.35,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-15,amex9008,56.17,amazon_com_purchases,AMAZON MARKETPLACE NA PA AMZN.COM/BILL WA,amex_stmt,0
2026-02-15,amex9008,53.0,software_ai_media,ANTHROPIC SAN FRANCISCO CA,amex_stmt,0
2026-02-15,amex9008,108.6,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-16,amex9008,216.79,software_comms_ship,BT*DIALPAD SAN RAMON CA,amex_stmt,0
2026-02-16,amex9008,300.0,taxes_state_business,MD DEPT ASSMNT/TAX 410-990-1090 MD,amex_stmt,0
2026-02-16,amex9008,300.0,taxes_state_business,MD DEPT ASSMNT/TAX 410-990-1090 MD,amex_stmt,0
2026-02-16,amex9008,9.0,taxes_state_business,MD.GOV SERVICE FEE 410-990-1090 MD,amex_stmt,0
2026-02-16,amex9008,9.0,taxes_state_business,MD.GOV SERVICE FEE 410-990-1090 MD,amex_stmt,0
2026-02-17,amex9008,26.5,software_ai_media,ANTHROPIC SAN FRANCISCO CA,amex_stmt,0
2026-02-17,amex9008,95.45,software_ai_media,OPENAI SAN FRANCISCO CA,amex_stmt,0
2026-02-17,boa4908,-26873.07,in_amazon_settlement,AMAZON.CI5K8SAV8 DES:PAYMENTS ID:6QID45K9SB64OQU INDN:Axiscore LLC CO,boa_stmt,0
2026-02-17,boa4908,-836.24,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-17,boa4908,-326.42,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-17,boa4908,-233.56,software_shopify,SHOPIFY DES:TRANSFER ID:AXISCORE DB INDN:EKENE UDOYE CO ID:SHOPIFYPMT,boa_stmt,0
2026-02-17,boa4908,-215.46,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-18,amex9008,56.0,vendor_mckenzie_prep,MCKENZIE SERVICES HILLSBORO OR,amex_stmt,0
2026-02-18,boa4908,-2001.9,in_merchant_deposits,BANKCARD DES:MERCH DEP ID:948908470000614 INDN:AXISCORE LLC CO,boa_stmt,0
2026-02-18,boa4908,1278.58,contractors_upwork,Payment Escrow I DES:EDI PYMNTS ID:ACDXXXXXXXXX INDN:Ekene Udoye CO,boa_stmt,0
2026-02-19,amex9008,21.2,software_ai_media,ANTHROPIC SAN FRANCISCO CA,amex_stmt,0
2026-02-19,amex9008,52.31,vehicle_fuel,AplPay ROYAL FARMS #282 282 UPPER MARLBOR MD,amex_stmt,0
